view_count,comment_count,Sentiment_Scores,time_till_trend,Subscriber_Count,predicted_likes
0.01579024850324,0.0004130205874877,0.3301551159812153,0.3,0.0039997511475954,12745.845
0.013781001416989,0.0013468555971097,0.3237512451970969,0.4,0.0506595769981627,14528.877
0.0051955193270311,7.829236411168803e-05,0.3860190060560062,0.4,0.0181355127343917,2650.741
0.0059325380799236,0.0007046312770051,0.541764503581424,0.4,0.011284196533549,23033.293
0.0439441996720509,0.0013230274862931,0.6509178881457236,0.5,0.0111266950116905,71241.04
0.0028433962542717,0.0007466141389201,0.6904795787676107,0.2,0.0011765363682826,8986.041
0.0004563305519527,0.0003699030536291,0.5444713248897112,0.2,0.001845917836181,4553.9976
0.0004194033278713,0.0008169637994263,0.5115981215312367,0.1,0.0002590900034571,6832.323
0.018303364636813,0.0150536926763734,0.4096380796519546,0.0,0.0360906862262556,132283.3
0.006773776724329,0.0008793707563269,0.6597883003221341,0.4,0.0104966889242567,13147.695
0.0015005714198267,0.0003290548636578,0.3948697879607228,0.1,0.005771643268503,8648.309
0.0194404455247215,0.0020242547474674,0.5092398707027994,0.4,0.019946780235764,85205.06
0.0105232493584855,0.0020968737518608,0.5311655044827096,0.4,0.0091579259884598,62563.355
0.0032809133090223,0.0003097654406158,0.3664437170912195,0.2,0.0003969038350833,5469.988
0.0019048665917132,0.0001418339929559,0.5836060907926569,0.1,0.0120323287623766,7471.28
0.0193882495416303,0.003216794960241,0.4055988127426863,0.3,0.0389650890001724,49101.594
0.0031160543039666,0.000138429977125,0.9648159818929708,0.1,0.0267980964366068,16681.865
0.1029998362193295,0.0715319886714353,0.4685498790379962,0.1,0.145947997722528,275870.47
0.0023332063307555,0.0003097654406158,0.5397751529813576,0.4,0.0016017904773004,9050.73
0.0128663442469168,0.0013627410043208,0.4176746833641668,0.2,0.0506595769981627,32075.002
0.0506217751844672,0.0195980538106822,0.3857495662986982,0.2,0.0817661275652076,546610.0
0.0272542530233433,0.0220614266003413,0.4380806684421313,0.0,1.0,310919.3
0.0708778775860571,0.0220092316909335,0.3857495662986982,0.7,0.0817661275652076,396986.22
0.0130578977690392,0.0018086670781743,0.7646721163424595,0.3,0.0084491691400968,35045.79
0.0770322084433621,0.002028793435242,0.3733050072170606,0.2,0.0037634988648077,83014.49
0.0202466153514764,0.0071643186521912,0.5880614333723769,0.5,0.0150248576776873,143301.1
0.0117592387664407,0.0008657546930031,0.3880300981926853,0.2,0.0378625783471632,9310.135
0.0074219017029415,0.0013786264115318,0.5521466520292477,0.1,0.0170723774618472,42166.832
0.0289422596448683,0.012729884535783,0.3908394153164325,0.1,0.0206949124645916,193225.88
0.0019637390719822,0.0016123688319233,0.7081266801364282,0.4,0.0032870567611859,10505.665
0.0010896685806302,0.0005571239243309,0.3896541909776575,0.1,0.0037989367072259,6061.229
0.0323681745420826,0.0032349497113394,0.3313479938723745,0.5,0.0145917284925765,73843.414
0.007037463947919,0.0012004829163792,0.6416820833926284,0.1,0.0373113230206586,27490.127
0.0195720482319792,0.011554364402164,0.3885410243030848,0.1,0.0227818076292162,147548.86
0.0103720530821905,0.000157719400167,0.5241924007400027,0.2,0.3443999152641812,14446.776
0.0086817521317384,0.0003528829744744,0.3120108154262132,0.1,0.0389650890001724,11548.237
0.0244254257577586,0.0077532133909444,0.7385797637683221,0.4,0.0248293274133761,85240.75
0.078034382790358,0.0036275462038415,0.4881172619894691,0.2,0.1928047004754183,86997.33
0.0071966674321695,0.0016600250535565,0.4149476665532798,0.2,0.0065985262582599,28388.512
0.0088333843305295,0.004034893431611,0.5067062757933684,0.5,0.009551679793106,62288.117
0.0048974630561133,0.0002042409498565,0.3673413536797626,0.1,0.033098157310945,6088.935
0.0924133666272581,0.0334058766929305,0.5233385513021205,0.3,0.145947997722528,366579.66
0.002217962188748,0.0002235303728985,0.3237512451970969,0.0,0.0502658231935166,4954.6416
0.0055351488381076,0.0008124251116517,0.4609770477139198,0.2,0.0841286503930844,18801.824
0.0342907648247576,0.002205802258451,0.476861973944655,0.4,0.3443999152641812,82333.29
0.0024429096684041,0.0002587052031516,0.4144188433358776,0.0,0.0037438111745754,6421.5737
0.0001897754172039,0.0001860861987582,0.3481713391205351,0.2,0.0408157318820093,1131.8718
0.0051229267597781,0.0004232326349805,0.4631879078655797,0.2,0.0067166523996538,21425.281
0.0280422861799296,0.0049675937692894,0.3981073004126938,0.6,0.0025546746845441,111332.65
0.0079736304516825,0.0003585563341926,0.6549990851613166,0.3,0.1364979064110207,18211.037
0.0010886131893238,0.0001792781670963,0.6723572173995541,0.2,0.0089216737056721,1482.0729
0.0054768843550043,7.034966050615446e-05,0.3237512451970969,0.1,0.0389650890001724,4867.3115
0.0932953640250532,0.0048858973893467,0.5901686899979202,0.3,0.0821598813698537,81422.92
0.002518117770634,0.0020582949057768,0.4969664580590935,0.1,0.027388727143576,31387.346
0.0444937488083112,0.0060194346610507,0.5902916133010768,0.1,0.1928047004754183,150121.47
0.0013125970508305,0.0002223957009549,0.4955484203785399,0.2,0.0052597633224631,7031.935
0.0023375540840724,0.0002564358592643,0.5002134623594706,0.2,0.00378318655504,7740.28
0.0104751602241738,0.0003721723975164,0.4754518286608795,0.5,0.0001271824789007,12926.9
0.4040460192366403,0.0444904869104244,0.6711452349704805,0.5,0.0210492908887732,616149.94
0.0268220702833481,0.0063484895247086,0.3237512451970969,0.1,0.0378625783471632,122557.41
0.0023412823685789,0.0013162194546312,0.3341871827712157,0.2,0.0014167261891168,12489.093
0.0004245540963126,0.0001214098979702,0.4327136148325844,0.2,0.0138042208832842,3148.5269
0.0008865401690707,0.0002984187211793,0.4489824960865234,0.2,0.0004362792155479,2360.548
0.0102690835999429,0.001548827203079,0.561996778218901,0.3,0.0069922800629061,41879.477
0.0146661420454141,0.0006683217748084,0.6700380166297344,0.2,0.6495591138649377,29095.404
0.0001653178708411,0.0006320122726117,0.4150318160564354,0.1,0.0093941782712475,7457.008
0.004777744972698,0.0012640245452234,0.5619752383663014,0.3,0.0019404187492961,24223.791
0.0191347950250551,0.0005366998293453,0.5039668421801623,0.2,0.6495591138649377,22649.668
0.0243927315705476,0.000853273301623,0.50925003557706,0.3,0.3443999152641812,5217.7905
0.04713522117371,0.0119673849896517,0.3766677735085305,0.2,0.0927912340952994,339514.88
0.0501298595908553,0.0299576086561853,0.4951615198519994,0.5,0.145947997722528,408581.1
0.0024378736164092,0.000795405032497,0.5635914533737216,0.2,0.0029011780326327,14222.991
0.0074940239327645,0.0018404378925964,0.4644263283796512,0.5,0.008527919901026,51434.61
0.0056372464753629,0.0062577157692168,0.5399490852742597,0.1,0.0557783764585625,73144.914
0.019310632394027,0.0002813986420246,0.3493453820976233,0.2,0.0412094856866554,17723.717
0.0014568644537657,0.0001282179296321,0.6845737868222571,0.0,0.001794729841577,6188.0015
0.0067475410730477,0.0018086670781743,0.3664437170912195,0.2,0.0145917284925765,34893.348
0.0046483792361442,0.0014308213209396,0.4973672975665291,0.1,0.0274281025240406,22833.902
0.0060676511104397,0.0002212610290112,0.4842037853991746,0.2,0.0323500250821173,10879.671
0.0045261259192644,0.0022080716023383,0.5290582478571663,0.2,0.0115598241968013,43678.96
0.0021732227746698,0.0002564358592643,0.6256480107341073,0.2,0.0008142828680082,4048.777
0.0014018349744496,1.5885407211067137e-05,0.3941938238223993,0.1,0.0052991387029277,3109.4324
0.0293775856154937,0.0027095966014305,0.4589440728618187,0.2,0.0292393700254128,46861.965
0.0024159283602216,0.0022103409462256,0.4070924845437439,0.1,0.0036768730277856,42641.895
0.0031503889363604,0.0006172615373443,0.4826383947630567,0.4,0.0019404187492961,10802.397
0.0026187585090207,0.0003755764133473,0.5372136046677102,0.2,0.0078979138135922,6626.9155
0.0078019114031348,0.0019323463200319,0.4705066173331435,0.5,0.0032161810763496,18078.031
0.0537614496047381,0.0166308866780436,0.4876824312572143,0.3,0.0143554762097888,284502.5
0.0138639184644139,0.0001202752260266,0.5142071059247664,0.3,0.0534158536306857,10851.466
0.0006666057981202,0.0003415362550379,0.6305689649755396,0.1,0.0036217474951351,5006.557
